section,case,entity,entity_id,sub_id,period,parameter,value,unit,source,notes
RenewableAvailability,Common,Solar,PV4,63,5,available_power,99.0,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
RenewableAvailability,Common,Solar,PV4,63,6,available_power,105.6,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
Renewable,Common,Solar,PV5,110,,bus,110,bus,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
Renewable,Common,Solar,PV5,110,,capacity,125,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
RenewableAvailability,Common,Solar,PV5,110,1,available_power,43.75,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
RenewableAvailability,Common,Solar,PV5,110,2,available_power,55.0,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
RenewableAvailability,Common,Solar,PV5,110,3,available_power,72.5,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
RenewableAvailability,Common,Solar,PV5,110,4,available_power,95.0,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
RenewableAvailability,Common,Solar,PV5,110,5,available_power,112.5,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
RenewableAvailability,Common,Solar,PV5,110,6,available_power,120.0,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
RenewableAvailability,Common,RenewableTotal,WindTotal,,1,available_power,513.0,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
RenewableAvailability,Common,RenewableTotal,SolarTotal,,1,available_power,231.0,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
RenewableAvailability,Common,RenewableTotal,Total,,1,available_power,744.0,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
RenewableAvailability,Common,RenewableTotal,WindTotal,,2,available_power,592.8,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
RenewableAvailability,Common,RenewableTotal,SolarTotal,,2,available_power,290.4,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
RenewableAvailability,Common,RenewableTotal,Total,,2,available_power,883.2,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
RenewableAvailability,Common,RenewableTotal,WindTotal,,3,available_power,706.8,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
RenewableAvailability,Common,RenewableTotal,SolarTotal,,3,available_power,382.8,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
RenewableAvailability,Common,RenewableTotal,Total,,3,available_power,1089.6,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
RenewableAvailability,Common,RenewableTotal,WindTotal,,4,available_power,889.2,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
RenewableAvailability,Common,RenewableTotal,SolarTotal,,4,available_power,501.6,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
RenewableAvailability,Common,RenewableTotal,Total,,4,available_power,1390.8,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
RenewableAvailability,Common,RenewableTotal,WindTotal,,5,available_power,1048.8,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
RenewableAvailability,Common,RenewableTotal,SolarTotal,,5,available_power,594.0,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
RenewableAvailability,Common,RenewableTotal,Total,,5,available_power,1642.8,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
RenewableAvailability,Common,RenewableTotal,WindTotal,,6,available_power,1117.2,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
RenewableAvailability,Common,RenewableTotal,SolarTotal,,6,available_power,633.6,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
RenewableAvailability,Common,RenewableTotal,Total,,6,available_power,1750.8,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC1,21,,bus,21,bus,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC1,21,,processing_capacity_Lmax,850,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC1,21,,workload_to_power_Kdc,0.14,MW/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Implemented numerical case-study coefficient.
DataCenter,Common,DataCenter,DC1,21,,idle_power,18,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC1,21,,PCC_apparent_power_limit,140,MVA,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC1,21,,minimum_power_factor,0.95,p.u.,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC1,21,,base_fixed_workload,480,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC1,21,,base_shiftable_workload,585,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC1,21,,max_delay,3,10-minute periods,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC1,21,1,fixed_workload_arrival,264.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC1,21,1,shiftable_workload_arrival,321.75,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC1,21,1,total_original_workload_arrival,585.75,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC1,21,1,nominal_original_active_power,100.005,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
WorkloadInput,Common,DataCenter,DC1,21,2,fixed_workload_arrival,240.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC1,21,2,shiftable_workload_arrival,292.5,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC1,21,2,total_original_workload_arrival,532.5,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC1,21,2,nominal_original_active_power,92.55,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
WorkloadInput,Common,DataCenter,DC1,21,3,fixed_workload_arrival,240.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC1,21,3,shiftable_workload_arrival,292.5,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC1,21,3,total_original_workload_arrival,532.5,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC1,21,3,nominal_original_active_power,92.55,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
WorkloadInput,Common,DataCenter,DC1,21,4,fixed_workload_arrival,240.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC1,21,4,shiftable_workload_arrival,292.5,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC1,21,4,total_original_workload_arrival,532.5,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC1,21,4,nominal_original_active_power,92.55,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
WorkloadInput,Common,DataCenter,DC1,21,5,fixed_workload_arrival,230.4,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC1,21,5,shiftable_workload_arrival,280.8,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC1,21,5,total_original_workload_arrival,511.2,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC1,21,5,nominal_original_active_power,89.568,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
WorkloadInput,Common,DataCenter,DC1,21,6,fixed_workload_arrival,220.8,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC1,21,6,shiftable_workload_arrival,269.1,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC1,21,6,total_original_workload_arrival,489.9,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC1,21,6,nominal_original_active_power,86.586,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
DataCenter,Common,DataCenter,DC2,24,,bus,24,bus,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC2,24,,processing_capacity_Lmax,900,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC2,24,,workload_to_power_Kdc,0.14,MW/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Implemented numerical case-study coefficient.
DataCenter,Common,DataCenter,DC2,24,,idle_power,18,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC2,24,,PCC_apparent_power_limit,160,MVA,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC2,24,,minimum_power_factor,0.95,p.u.,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC2,24,,base_fixed_workload,250,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC2,24,,base_shiftable_workload,166,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC2,24,,max_delay,3,10-minute periods,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC2,24,1,fixed_workload_arrival,137.5,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC2,24,1,shiftable_workload_arrival,91.3,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC2,24,1,total_original_workload_arrival,228.8,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC2,24,1,nominal_original_active_power,50.032,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
WorkloadInput,Common,DataCenter,DC2,24,2,fixed_workload_arrival,125.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC2,24,2,shiftable_workload_arrival,83.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC2,24,2,total_original_workload_arrival,208.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC2,24,2,nominal_original_active_power,47.12,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
WorkloadInput,Common,DataCenter,DC2,24,3,fixed_workload_arrival,125.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC2,24,3,shiftable_workload_arrival,83.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC2,24,3,total_original_workload_arrival,208.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC2,24,3,nominal_original_active_power,47.12,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
WorkloadInput,Common,DataCenter,DC2,24,4,fixed_workload_arrival,125.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC2,24,4,shiftable_workload_arrival,83.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC2,24,4,total_original_workload_arrival,208.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC2,24,4,nominal_original_active_power,47.12,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
WorkloadInput,Common,DataCenter,DC2,24,5,fixed_workload_arrival,120.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC2,24,5,shiftable_workload_arrival,79.68,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC2,24,5,total_original_workload_arrival,199.68,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC2,24,5,nominal_original_active_power,45.9552,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
WorkloadInput,Common,DataCenter,DC2,24,6,fixed_workload_arrival,115.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC2,24,6,shiftable_workload_arrival,76.36,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC2,24,6,total_original_workload_arrival,191.36,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC2,24,6,nominal_original_active_power,44.7904,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
DataCenter,Common,DataCenter,DC3,14,,bus,14,bus,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC3,14,,processing_capacity_Lmax,850,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC3,14,,workload_to_power_Kdc,0.14,MW/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Implemented numerical case-study coefficient.
DataCenter,Common,DataCenter,DC3,14,,idle_power,17,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC3,14,,PCC_apparent_power_limit,140,MVA,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC3,14,,minimum_power_factor,0.95,p.u.,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC3,14,,base_fixed_workload,485,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC3,14,,base_shiftable_workload,593,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC3,14,,max_delay,3,10-minute periods,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC3,14,1,fixed_workload_arrival,266.75,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC3,14,1,shiftable_workload_arrival,326.15,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC3,14,1,total_original_workload_arrival,592.9,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC3,14,1,nominal_original_active_power,100.006,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
WorkloadInput,Common,DataCenter,DC3,14,2,fixed_workload_arrival,242.5,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC3,14,2,shiftable_workload_arrival,296.5,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC3,14,2,total_original_workload_arrival,539.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC3,14,2,nominal_original_active_power,92.46,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
WorkloadInput,Common,DataCenter,DC3,14,3,fixed_workload_arrival,242.5,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC3,14,3,shiftable_workload_arrival,296.5,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC3,14,3,total_original_workload_arrival,539.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC3,14,3,nominal_original_active_power,92.46,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
WorkloadInput,Common,DataCenter,DC3,14,4,fixed_workload_arrival,242.5,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC3,14,4,shiftable_workload_arrival,296.5,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC3,14,4,total_original_workload_arrival,539.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC3,14,4,nominal_original_active_power,92.46,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
WorkloadInput,Common,DataCenter,DC3,14,5,fixed_workload_arrival,232.8,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC3,14,5,shiftable_workload_arrival,284.64,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC3,14,5,total_original_workload_arrival,517.44,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC3,14,5,nominal_original_active_power,89.4416,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
WorkloadInput,Common,DataCenter,DC3,14,6,fixed_workload_arrival,223.1,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC3,14,6,shiftable_workload_arrival,272.78,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC3,14,6,total_original_workload_arrival,495.88,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC3,14,6,nominal_original_active_power,86.4232,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
DataCenter,Common,DataCenter,DC4,29,,bus,29,bus,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC4,29,,processing_capacity_Lmax,850,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC4,29,,workload_to_power_Kdc,0.14,MW/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Implemented numerical case-study coefficient.
DataCenter,Common,DataCenter,DC4,29,,idle_power,18,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC4,29,,PCC_apparent_power_limit,140,MVA,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC4,29,,minimum_power_factor,0.95,p.u.,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC4,29,,base_fixed_workload,480,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC4,29,,base_shiftable_workload,585,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC4,29,,max_delay,3,10-minute periods,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC4,29,1,fixed_workload_arrival,264.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC4,29,1,shiftable_workload_arrival,321.75,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC4,29,1,total_original_workload_arrival,585.75,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC4,29,1,nominal_original_active_power,100.005,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
WorkloadInput,Common,DataCenter,DC4,29,2,fixed_workload_arrival,240.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC4,29,2,shiftable_workload_arrival,292.5,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC4,29,2,total_original_workload_arrival,532.5,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC4,29,2,nominal_original_active_power,92.55,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
WorkloadInput,Common,DataCenter,DC4,29,3,fixed_workload_arrival,240.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC4,29,3,shiftable_workload_arrival,292.5,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC4,29,3,total_original_workload_arrival,532.5,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC4,29,3,nominal_original_active_power,92.55,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
WorkloadInput,Common,DataCenter,DC4,29,4,fixed_workload_arrival,240.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC4,29,4,shiftable_workload_arrival,292.5,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC4,29,4,total_original_workload_arrival,532.5,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC4,29,4,nominal_original_active_power,92.55,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
WorkloadInput,Common,DataCenter,DC4,29,5,fixed_workload_arrival,230.4,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC4,29,5,shiftable_workload_arrival,280.8,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC4,29,5,total_original_workload_arrival,511.2,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC4,29,5,nominal_original_active_power,89.568,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
WorkloadInput,Common,DataCenter,DC4,29,6,fixed_workload_arrival,220.8,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC4,29,6,shiftable_workload_arrival,269.1,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC4,29,6,total_original_workload_arrival,489.9,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC4,29,6,nominal_original_active_power,86.586,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
DataCenter,Common,DataCenter,DC5,37,,bus,37,bus,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC5,37,,processing_capacity_Lmax,900,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC5,37,,workload_to_power_Kdc,0.14,MW/workload,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Implemented numerical case-study coefficient.
DataCenter,Common,DataCenter,DC5,37,,idle_power,18,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC5,37,,PCC_apparent_power_limit,160,MVA,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC5,37,,minimum_power_factor,0.95,p.u.,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC5,37,,base_fixed_workload,250,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC5,37,,base_shiftable_workload,166,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
DataCenter,Common,DataCenter,DC5,37,,max_delay,3,10-minute periods,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC5,37,1,fixed_workload_arrival,137.5,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC5,37,1,shiftable_workload_arrival,91.3,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC5,37,1,total_original_workload_arrival,228.8,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC5,37,1,nominal_original_active_power,50.032,MW,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,Calculated as P_idle + Kdc*(fixed + shiftable workload) before migration/delay.
WorkloadInput,Common,DataCenter,DC5,37,2,fixed_workload_arrival,125.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
WorkloadInput,Common,DataCenter,DC5,37,2,shiftable_workload_arrival,83.0,workload units,study_data_D1_case2_congestion_withflex_v2_congpenalty(1).jl,
